id,body,index,trail_id,created_at,updated_at
54,"After a short uphill stretch, you’ll reach a junction marked by a log sticking out of a cairn. This marks the start of the blue-blazed Eagle Cliff Trail. Turn right onto this trail, which leads in a short distance to Eagle Cliff – a huge rock outcrop, with glacial striations – that offers a panoramic south-facing view. On a clear day, you may be able to see the New York City skyline in the distance. Wilkins Pond is straight ahead, and Jim’s Pond is to the left. This is another good spot to take a break.",6,6,2014-11-25 03:24:17.27433,2014-11-25 03:24:17.27433
55,"When you’re ready to continue, bear right onto the orange-blazed Rut Trail. This trail follows near the edge of the escarpment, with views through the trees to the right. Be alert for a sharp left turn, where the trail turns slightly away from the cliff edge and then goes down through a narrow passage between boulders. Soon, you’ll reach a trail junction, where the Rut Trail ends. Turn left onto the yellow-blazed Stropel Trail, which leads in a very short distance to the white-blazed Scenic Trail. Turn right and rejoin the Scenic Trail.",7,6,2014-11-25 03:24:17.276046,2014-11-25 03:24:17.276046
56,"In another half a mile, after passing a junction with the yellow-blazed Ledge Trail, you’ll reach another junction, marked by a cairn. Here, the blue-blazed Spy Rock Trail leaves to the left. Turn left and follow this short trail, which leads in about 1,000 feet to Spy Rock, marked by a single pitch pine. This is the highest point in Black Rock Forest (1,461 feet), but there are only limited views of the Shawangunk Mountains to the north and the Hudson River to the northeast.",8,6,2014-11-25 03:24:17.277681,2014-11-25 03:24:17.277681
57,"Now retrace your steps to the Scenic Trail and turn left, following a well-defined woods road that descends gradually. In another quarter of a mile, you’ll reach the wide Continental Road. Turn left and head north on this pleasant woods road. In about half a mile, you’ll notice an old stone building to the left. This is the Chatfield Stone House, built in the 1830s, damaged by fire in 1912, and reconstructed in 1932. It is the oldest building in Black Rock Forest and is currently used for educational programming. The body of water visible to the right is Arthurs Pond.",9,6,2014-11-25 03:24:17.279332,2014-11-25 03:24:17.279332
58,"Continue ahead on Continental Road. In another quarter mile, you’ll come to a fork in the road at a huge white oak tree. The more traveled route curves to the right, but you should continue straight ahead on Continental Road. Then, a quarter mile beyond that junction, you’ll reach a cable barrier across the road. Here, the yellow-square-blazed Stillman Trail and the teal-diamond-blazed Highlands Trail join briefly. Continue ahead along the road. Soon, you’ll see a triple blaze, which marks the start of the yellow-circle-blazed Sackett Trail.",10,6,2014-11-25 03:24:17.280918,2014-11-25 03:24:17.280918
59,"Follow the Sackett Trail, which runs along the road for a short distance, then turns left and reenters the woods on a footpath. After briefly following the grassy Hall Road, the trail passes a stone chimney – a remnant of a cabin that once stood here. It descends to cross a brook, climbs a hill to reach a west-facing viewpoint, then makes a brief but steep descent.",11,6,2014-11-25 03:24:17.28249,2014-11-25 03:24:17.28249
60,"About three-quarters of a mile from Hall Road, you’ll reach a junction with the yellow-diamond-blazed Mine Hill Trail. Turn right and follow the Mine Hill Trail down to Mine Hill Road, opposite the parking turnout where the hike began.",12,6,2014-11-25 03:24:17.284081,2014-11-25 03:24:17.284081
61,"From the bulletin board at the end of the parking area, proceed ahead on the red-blazed Duggan Trail. In about half a mile, the red trail ends at a junction with the blue-blazed Reservoir Trail. Continue ahead on the blue trail, which immediately crosses Ben's Bridge (a wooden footbridge) and climbs along a picturesque stream, with cascades and waterfalls, following an old woods road. When the blue trail ends, bear right and continue ahead on the yellow-blazed Stillman Trail.",0,7,2014-11-25 03:24:17.288114,2014-11-25 03:24:17.288114
62,"Soon, the Stillman Trail reaches the dirt White Oak Road. Here, it is joined by the teal-diamond-blazed Highlands Trail, which comes in from the left. The joint Highlands/Stillman Trails now turns right and follows the road for 100 feet, then turns left and begins a steep climb of Mt. Misery on a footpath. At the top, you’ll reach a viewpoint to the west and northwest which is partially obscured by trees. Continue ahead for a short distance, and you’ll come to a much better viewpoint, with Black Rock Mountain visible directly ahead, and Aleck Meadow Reservoir below to the left. You’ll want to stop here for a few minutes to savor the view and take a break from your arduous climb (you’ve climbed nearly 700 feet from Ben’s Bridge).",1,7,2014-11-25 03:24:17.289785,2014-11-25 03:24:17.289785
63,"Continue ahead on the yellow/teal diamond trail, which begins its descent of Mt. Misery, first gradually and then more steeply. In a rocky area at the base of the descent, you’ll notice a triple white blaze, which marks the start of the Scenic Trail. Turn left and follow the white-blazed Scenic Trail, which crosses the blue-blazed Swamp Trail at the end of the rocky area and begins a steady climb of the Hill of Pines, passing through attractive mountain laurel and hemlock.",2,7,2014-11-25 03:24:17.291364,2014-11-25 03:24:17.291364
65,"The trail climbs a little to the true summit, descends the hill, and soon crosses the dirt Carpenter Road diagonally to the right. It now begins a gradual climb of Rattlesnake Hill. After about ten minutes, you’ll reach a viewpoint to the right of the trail (the best view is from a rock ledge adjacent to a large pine tree). The fire tower may be seen straight ahead, and Bog Meadow Pond is to the left. After a short but steep descent and a relatively level stretch, you’ll reach a second viewpoint – this one marked by a cairn and a gnarled, nearly horizontal pine tree. Continue ahead through a dense mountain laurel thicket to the third viewpoint on Rattlesnake Hill, which offers a panoramic view from open rocks. Bog Meadow Pond is below on the left, with the rolling hills of Orange County beyond.",4,7,2014-11-25 03:24:17.29451,2014-11-25 03:24:17.29451
66,"After pausing to enjoy the view, continue ahead on the white trail, which begins to descend, first steeply, then more gradually. The trail briefly runs along the southern boundary of Black Rock Forest, with Bog Meadow Pond visible through the trees to the left. After crossing the inlet stream of the pond, the trail reaches the dirt Bog Meadow Road. Turn left and continue along the road, which is marked with the white blazes of the Scenic Trail.",5,7,2014-11-25 03:24:17.296091,2014-11-25 03:24:17.296091
67,"After about five minutes, you’ll reach a junction with the yellow-blazed Tower Vue Trail, marked by a cairn. This junction – which is easily missed – is just before a large rock outcrop. Turn right and follow the Tower Vue Trail over undulating terrain, through mountain laurel with an understory of blueberry. In about a third of a mile, there is a view through the trees of the fire tower from a rock ledge to the left of the trail. The trail now begins to run above Arthurs Pond, with views of the pond through the trees on the left.",6,7,2014-11-25 03:24:17.297769,2014-11-25 03:24:17.297769
