23,"41.915164,-74.42908",http://www.nynjtc.org/hike/peekamoos-and-table-mountains,Catskill Park,Peekamoose and Table Mountains,Catskills,NY,9.2 miles,Strenuous,Allowed off leash,ViewsWaterfallWoods,186666,8270,203253,44760,166325,124322,2014-11-21 17:18:50.096252,2014-11-25 01:39:50.096594,41.915164,-74.42908,,193942,8916,127013,5869,,,,,,,,
24,"42.133827,-74.081967",http://www.nynjtc.org/hike/indian-head-mountain-loop,Catskill Park,Indian Head Mountain Loop,Catskills,NY,7.8 miles,Strenuous,Allowed off leash,ViewsWoods,203148,8589,210476,47749,182180,135960,2014-11-21 17:18:50.097405,2014-11-25 01:39:50.098448,42.133827,-74.081967,,210425,9234,93883,4786,,,,,,,,
25,"42.288765,-74.114545",http://www.nynjtc.org/hike/windham-high-peak-burnt-knob,Catskill Park,Windham High Peak via Burnt Knob,Catskills,NY,7.3 miles,Strenuous,Allowed off leash,Views,211042,9297,238483,52655,208831,158104,2014-11-21 17:18:50.098522,2014-11-25 01:39:50.100018,42.288765,-74.114545,,218318,9942,85746,4433,,,,,,,,
28,"41.93571,-74.328383",http://www.nynjtc.org/hike/kanape-brook-and-ashokan-high-point,Catskill Park,Kanape Brook and Ashokan High Point,Catskills,NY,9.2 miles,Strenuous,Allowed off leash,ViewsHistoric feature,190210,7882,193790,42152,171903,127169,2014-11-21 17:18:50.102777,2014-11-25 01:39:50.101234,41.93571,-74.328383,,197486,8527,117550,5259,,,,,,,,
2,"41.731029,-73.490691",http://www.nynjtc.org/hike/appalachian-trail-hoyt-road-ny-conn-341-kent-ct,Appalachian National Scenic Trail,"Appalachian Trail - Hoyt Road, NY to Conn. 341, Kent, CT",Southern Taconics,NY/CT,11.5 miles,Strenuous,Allowed on leash,ViewsWaterfallWoods,136612,6234,134494,28394,129480,96562,2014-11-21 17:18:50.059206,2014-11-25 01:39:50.102516,41.731029,-73.490691,,145273,6754,139407,6007,,,,,,,,
3,"41.593878,-73.586989",http://www.nynjtc.org/hike/appalachian-trail-dutchess-county-ny,Appalachian National Scenic Trail,"Cat Rocks and Nuclear Lake on Appalachian Trail in Dutchess County, NY",Long Distance Trails,NY,12.7 miles,Strenuous,Allowed on leash,Views,115478,5052,114532,24328,109573,81923,2014-11-21 17:18:50.068184,2014-11-25 01:39:50.103688,41.593878,-73.586989,,124139,5571,151663,6335,,,,,,,,
4,"41.244159,-74.286675",http://www.nynjtc.org/hike/appalachian-trail-north-route-17a-warwick-ny,Appalachian National Scenic Trail,"Appalachian Trail North of Route 17A in Warwick, NY",Long Distance Trails,NY,4.8 miles,Moderate,Allowed on leash,Views,83131,4257,91972,21103,79289,59022,2014-11-21 17:18:50.070743,2014-11-25 01:39:50.104849,41.244159,-74.286675,,90407,4903,189569,7205,,,,,,,,
8,"41.398896,-74.04974",http://www.nynjtc.org/hike/black-rock-forest-2,Black Rock Forest,Black Rock Mountain and Sphagnum Pond Loop from Mine Hill Road,Storm King and Black Rock Forest,NY,5 miles,Moderate,Allowed on leash,Views,97232,4541,101634,24406,90512,67091,2014-11-21 17:18:50.076797,2014-11-25 01:39:50.105997,41.398896,-74.04974,,105748,5275,156344,6133,,,,,,,,
5,"41.819688,-73.963695",http://www.nynjtc.org/hike/black-creek-preserve,Black Creek Preserve,Black Creek Preserve,Shawangunk Mountains,NY,2.5 miles,Easy to Moderate,Allowed on leash,Views,145275,5973,149941,31316,134032,100264,2014-11-21 17:18:50.072396,2014-11-25 01:39:50.107141,41.819688,-73.963695,,152552,6618,106671,4512,,,,,,,,
7,"41.41857,-74.01014",http://www.nynjtc.org/content/black-rock-forest-1,Black Rock Forest,Mt. Misery/Hill of Pines/Rattlesnake Hill/Black Rock Mountain Loop,Storm King and Black Rock Forest,NY,7.5 miles,Moderate to Strenuous,Allowed on leash,ViewsWaterfall,94868,4444,96181,22446,89698,67801,2014-11-21 17:18:50.075356,2014-11-25 01:39:50.108297,41.41857,-74.01014,,103383,5177,155714,6003,,,,,,,,
10,"41.271372,-73.928418",http://www.nynjtc.org/hike/blue-mountain-reservation,Blue Mountain Reservation,Blue Mountain Reservation Loop,Westchester County,NY,5 miles,Easy to Moderate,Allowed on leash,ViewsBikes allowed,70965,3410,73036,15859,64623,48716,2014-11-21 17:18:50.079564,2014-11-25 01:39:50.071896,41.271372,-73.928418,,84001,4081,187833,7241,,,,,,,,
41,"41.454882,-73.833827",http://www.nynjtc.org/hike/fahnestock-state-park,Fahnestock State Park,Appalachian Trail/Blue Trail (Clear Lake) Loop from Route 301,Fahnestock State Park,NY,6.3 miles,Moderate,No Dogs,Views,93891,4067,103938,22595,89012,67919,2014-11-21 17:18:50.117707,2014-11-25 01:39:50.113499,41.454882,-73.833827,,106927,4738,156519,6141,,,,,,,,
42,"41.496862,-73.949237",http://www.nynjtc.org/hike/fishkill-ridge-conservation-area-pocket-road,Fishkill Ridge Conservation Area,Fishkill Ridge Conservation Area from Pocket Road,East Hudson Highlands,NY,6.8 miles,Moderate to Strenuous,Allowed on leash,ViewsWaterfall,101123,4912,104289,23478,95434,72033,2014-11-21 17:18:50.1189,2014-11-25 01:39:50.114818,41.496862,-73.949237,,109639,5645,152596,5842,,,,,,,,
43,"41.32459,-73.82486",http://www.nynjtc.org/hike/granite-knolls-easy-loop,Granite Knolls Park,Granite Knolls Easy Loop,Westchester County,NY,3.5 miles,Easy,Allowed on leash,Woods,74291,3365,77544,16484,74601,55767,2014-11-21 17:18:50.1201,2014-11-25 01:39:50.116272,41.32459,-73.82486,,87326,4036,173812,6831,,,,,,,,
44,"41.297598,-74.027274",http://www.nynjtc.org/hike/west-mountain-loop-anthony-wayne-recreation-area,Harriman-Bear Mountain State Parks,West Mountain Loop from Anthony Wayne Recreation Area,Harriman-Bear Mountain State Parks,NY,6.8 miles,Moderate to Strenuous,Allowed on leash,Views,70821,3270,79515,19219,72927,55199,2014-11-21 17:18:50.12129,2014-11-25 01:39:50.117656,41.297598,-74.027274,,79337,4003,177356,6533,,,,,,,,
46,"41.297598,-74.027274",http://www.nynjtc.org/hike/suffernbear-mountain-trailpyngyp,Harriman-Bear Mountain State Parks,Suffern-Bear Mountain Trail/Pyngyp,Harriman-Bear Mountain State Parks,NY,7.5 miles,Strenuous,Allowed on leash,Views,70821,3270,79515,19219,72927,55199,2014-11-21 17:18:50.123747,2014-11-25 01:39:50.119025,41.297598,-74.027274,,79337,4003,177356,6533,,,,,,,,
47,"41.297598,-74.027274",http://www.nynjtc.org/hike/bear-mountainharriman-state-parks,Harriman-Bear Mountain State Parks,Circular Hike Around Bear Mountain,Harriman-Bear Mountain State Parks,NY,10 miles,Moderate,Allowed on leash,Views,70821,3270,79515,19219,72927,55199,2014-11-21 17:18:50.12499,2014-11-25 01:39:50.120544,41.297598,-74.027274,,79337,4003,177356,6533,,,,,,,,
48,"41.295607,-74.05961",http://www.nynjtc.org/hike/harriman-state-park-2,Harriman-Bear Mountain State Parks,Appalachian Trail/Long Path Loop from Silvermine Picnic Area,Harriman-Bear Mountain State Parks,NY,7.6 miles,Moderate to Strenuous,Allowed on leash,Views,73915,3450,83770,19135,75978,56178,2014-11-21 17:18:50.126238,2014-11-25 01:39:50.122669,41.295607,-74.05961,,82431,4184,177850,6578,,,,,,,,
49,"41.275723,-74.0887",http://www.nynjtc.org/hike/iron-mines-loop-3-northwestlemon-squeezer,Harriman-Bear Mountain State Parks,Iron Mines Loop #3 (Northwest/Lemon Squeezer),Harriman-Bear Mountain State Parks,NY,7 miles,Moderate to Strenuous,Allowed on leash,ViewsHistoric feature,70761,3488,80325,18624,72419,53822,2014-11-21 17:18:50.127419,2014-11-25 01:39:50.124216,41.275723,-74.0887,,79277,4222,179070,6780,,,,,,,,
51,"41.173916,-74.168658",http://www.nynjtc.org/hike/raccoon-brook-hills-trailpine-meadow-lakediamond-mountain-loop,Harriman-Bear Mountain State Parks,Raccoon Brook Hills Trail/Pine Meadow Lake/Diamond Mountain Loop,Harriman-Bear Mountain State Parks,NY,7.2 miles,Moderate to Strenuous,Allowed on leash,ViewsWaterfall,62432,3164,65947,14370,58166,42456,2014-11-21 17:18:50.12987,2014-11-25 01:39:50.125605,41.173916,-74.168658,,69708,3810,186249,6919,,,,,,,,
52,"41.300185,-73.984509",http://www.nynjtc.org/hike/bear-mountainharriman-state-parks-0,Harriman-Bear Mountain State Parks,Bald Mountain/Doodletown Loop from Route 9W,Harriman-Bear Mountain State Parks,NY,5 miles,Strenuous,Allowed on leash,Views,77929,3629,76424,16633,71703,53312,2014-11-21 17:18:50.131043,2014-11-25 01:39:50.126884,41.300185,-73.984509,,86445,4362,172431,6787,,,,,,,,
53,"41.264792,-74.15426",http://www.nynjtc.org/hike/green-pondboston-mine-loop,Harriman-Bear Mountain State Parks,Green Pond/Boston Mine Longer Loop from Elk Pen,Harriman-Bear Mountain State Parks,NY,4.3 miles,Moderate to Strenuous,Allowed on leash,ViewsPublic TransportationHistoric feature,73435,3658,76856,16473,69170,50623,2014-11-21 17:18:50.132255,2014-11-25 01:39:50.128186,41.264792,-74.15426,,80712,4298,171560,6243,,,,,,,,
54,"41.194208,-74.18446",http://www.nynjtc.org/hike/claudius-smith-denparker-cabin-mountain-loop,Harriman-Bear Mountain State Parks,Claudius Smith Den/Parker Cabin Mountain Loop,Harriman-Bear Mountain State Parks,NY,8.5 miles,Moderate to Strenuous,Allowed on leash,Views,63822,3194,67243,14399,59556,43357,2014-11-21 17:18:50.13351,2014-11-25 01:39:50.129329,41.194208,-74.18446,,71098,3839,179950,6578,,,,,,,,
55,"41.324539,-73.988736",http://www.nynjtc.org/hike/popolopen-gorgepopolopen-torne-loop,Harriman-Bear Mountain State Parks,Popolopen Gorge/Popolopen Torne Loop,Harriman-Bear Mountain State Parks,NY,5 miles,Strenuous,Allowed on leash,ViewsWaterfallHistoric feature,76157,3461,79323,17546,74583,55689,2014-11-21 17:18:50.134733,2014-11-25 01:39:50.130436,41.324539,-73.988736,,84673,4194,169327,6541,,,,,,,,
56,"41.173916,-74.168658",http://www.nynjtc.org/hike/raccoon-brook-hills-trailcascade-slid-loop,Harriman-Bear Mountain State Parks,Raccoon Brook Hills Trail/Cascade of Slid Loop,Harriman-Bear Mountain State Parks,NY,5.4 miles,Moderate to Strenuous,Allowed on leash,Views,62432,3164,65947,14370,58166,42456,2014-11-21 17:18:50.135969,2014-11-25 01:39:50.13149,41.173916,-74.168658,,69708,3810,186249,6919,,,,,,,,
31,"42.159555,-74.203185",http://www.nynjtc.org/hike/devils-path-east-section,Catskill Park,Devils Path East Section,Catskills,NY,13.1 miles,Very Strenuous,Allowed off leash,Views,200786,8308,232289,49607,189009,141180,2014-11-21 17:18:50.106353,2014-11-25 01:39:50.132595,42.159555,-74.203185,,208062,8954,91521,4505,,,,,,,,
33,"42.023892,-74.599734",http://www.nynjtc.org/hike/balsam-lake-mountain-beaver-kill-road,Catskill Park,Balsam Lake Mountain from Beaver Kill Road,Catskills,NY,4.4 miles,Strenuous,Allowed off leash,Views,217097,9849,221772,50838,206198,155223,2014-11-21 17:18:50.108638,2014-11-25 01:39:50.133732,42.023892,-74.599734,,224373,10495,166528,8630,,,,,,,,
37,"41.420722,-73.868799",http://www.nynjtc.org/hike/catfish-loop-trail,Fahnestock State Park,Catfish Loop Trail,Fahnestock State Park,NY,4.9 miles,Easy to Moderate,Allowed on leash,Views,99509,4361,92259,20707,83394,63568,2014-11-21 17:18:50.112989,2014-11-25 01:39:50.134781,41.420722,-73.868799,,112545,5033,162137,6436,,,,,,,,
34,"42.200662,-74.058473",http://www.nynjtc.org/hike/northsouth-lake,Catskill Park,Catskill Escarpment Loop (North) from Scutt Road (North/South Lake),Catskills,NY,7.2 miles,Moderate,Allowed on leash,ViewsHistoric feature,192829,7878,220270,48275,190618,144402,2014-11-21 17:18:50.109773,2014-11-25 01:39:50.135802,42.200662,-74.058473,,200105,8523,83564,4075,,,,,,,,
32,"41.95102,-74.707197",http://www.nynjtc.org/hike/catskills-frick-pond-loop-quick-lake-big-rock-and-loggers-loop-trails,Catskill Park,"Catskills Frick Pond Loop Via Quick Lake, Big Rock and Loggers Loop Trails",Catskills,NY,2.2 miles,Easy,Allowed off leash,Views,186633,8052,191275,44462,175038,132089,2014-11-21 17:18:50.107487,2014-11-25 01:39:50.13687,41.95102,-74.707197,,193909,8697,178965,8587,,,,,,,,
35,"41.081923,-73.755898",http://www.nynjtc.org/hike/cranberry-lake-preserve,Cranberry Lake Preserve,Cranberry Lake Preserve Loop,Westchester County,NY,3 miles,Easy,No Dogs,WaterfallHistoric feature,48734,2593,50513,10979,43284,32596,2014-11-21 17:18:50.1109,2014-11-25 01:39:50.137918,41.081923,-73.755898,,61769,3265,211422,8001,,,,,,,,
39,"41.442839,-73.915168",http://www.nynjtc.org/hike/round-hilleast-mountain-loop,Fahnestock State Park,Round Hill/East Mountain Loop,Fahnestock State Park,NY,7.5 miles,Moderate,Allowed on leash,ViewsHistoric feature,91284,4299,96837,21844,85423,64578,2014-11-21 17:18:50.115252,2014-11-25 01:39:50.109427,41.442839,-73.915168,,104320,4970,166682,6234,,,,,,,,
63,"41.264792,-74.15426",http://www.nynjtc.org/hike/island-pondlemon-squeezer-loop,Harriman-Bear Mountain State Parks,Island Pond/Lemon Squeezer Loop,Harriman-Bear Mountain State Parks,NY,7.5 miles,Moderate to Strenuous,Allowed on leash,ViewsPublic Transportation,73435,3658,76856,16473,69170,50623,2014-11-21 17:18:50.144306,2014-11-25 01:39:50.140666,41.264792,-74.15426,,80712,4298,171560,6243,,,,,,,,
66,"41.30453,-74.019442",http://www.nynjtc.org/hike/west-mountain-loop-seven-lakes-drive,Harriman-Bear Mountain State Parks,West Mountain Loop from Seven Lakes Drive,Harriman-Bear Mountain State Parks,NY,5.4 miles,Moderate to Strenuous,Allowed on leash,Views,72377,3310,77952,18164,72813,54802,2014-11-21 17:18:50.147827,2014-11-25 01:39:50.143098,41.30453,-74.019442,,80893,4044,177106,6494,,,,,,,,
67,"41.194208,-74.18446",http://www.nynjtc.org/hike/Claudius-Smiths-Rock,Harriman-Bear Mountain State Parks,Claudius Smith's Rock Loop from Tuxedo,Harriman-Bear Mountain State Parks,NY,6.2 miles,Moderate to Strenuous,Allowed on leash,Views,63822,3194,67243,14399,59556,43357,2014-11-21 17:18:50.148956,2014-11-25 01:39:50.14508,41.194208,-74.18446,,71098,3839,179950,6578,,,,,,,,
68,"41.295607,-74.05961",http://www.nynjtc.org/hike/stockbridge-mountainnawahunta-fire-road-loop-silvermine-picnic-area,Harriman-Bear Mountain State Parks,Stockbridge Mountain/Nawahunta Fire Road Loop from Silvermine Picnic Area,Harriman-Bear Mountain State Parks,NY,4.7 miles,Moderate,Allowed on leash,Views,73915,3450,83770,19135,75978,56178,2014-11-21 17:18:50.150103,2014-11-25 01:39:50.146901,41.295607,-74.05961,,82431,4184,177850,6578,,,,,,,,
69,"41.241997,-74.102354",http://www.nynjtc.org/hike/iron-mines-short-loop,Harriman-Bear Mountain State Parks,Iron Mines Short Loop,Harriman-Bear Mountain State Parks,NY,3.8 miles,Easy to Moderate,Allowed on leash,ViewsHistoric feature,69797,3527,76347,17691,68554,50807,2014-11-21 17:18:50.151225,2014-11-25 01:39:50.148353,41.241997,-74.102354,,78313,4260,183193,7061,,,,,,,,
71,"41.281193,-73.962922",http://www.nynjtc.org/hike/dunderberg-spiral-railway-and-hudson-river-views,Harriman-Bear Mountain State Parks,Timp-Torne/Dunderberg Spiral Railway/R-D Trail Short Loop from Route 9W,Harriman-Bear Mountain State Parks,NY,3.9 miles,Moderate to Strenuous,Allowed on leash,ViewsHistoric feature,71501,3482,72211,15471,67490,50090,2014-11-21 17:18:50.17498,2014-11-25 01:39:50.149819,41.281193,-73.962922,,80017,4215,176427,6941,,,,,,,,
72,"41.297598,-74.027274",http://www.nynjtc.org/hike/black-mountain-harriman-state-park,Harriman-Bear Mountain State Parks,Black Mountain Loop from Anthony Wayne Recreation Area,Harriman-Bear Mountain State Parks,NY,7.5 miles,Moderate to Strenuous,Allowed on leash,Views,70821,3270,79515,19219,72927,55199,2014-11-21 17:18:50.176571,2014-11-25 01:39:50.151204,41.297598,-74.027274,,79337,4003,177356,6533,,,,,,,,
73,"41.241997,-74.102354",http://www.nynjtc.org/hike/hasenclever-mine-civil-warera-cemetery-and-cascades-harriman,Harriman-Bear Mountain State Parks,"Red Cross, Beech Trail and Long Path Loop from Lake Skannatati",Harriman-Bear Mountain State Parks,NY,8.4 miles,Moderate,Allowed on leash,ViewsWaterfall,69797,3527,76347,17691,68554,50807,2014-11-21 17:18:50.177827,2014-11-25 01:39:50.15269,41.241997,-74.102354,,78313,4260,183193,7061,,,,,,,,
74,"41.173916,-74.168658",http://www.nynjtc.org/hike/stony-brook-cascades-and-ramapo-torne-harriman-state-park,Harriman-Bear Mountain State Parks,Seven Hills/HTS/Raccoon Brook Hills Loop from Reeves Meadow,Harriman-Bear Mountain State Parks,NY,8 miles,Strenuous,Allowed on leash,ViewsWaterfall,62432,3164,65947,14370,58166,42456,2014-11-21 17:18:50.178994,2014-11-25 01:39:50.154031,41.173916,-74.168658,,69708,3810,186249,6919,,,,,,,,
75,"41.173916,-74.168658",http://www.nynjtc.org/hike/reeves-book-seven-hills-raccoon-brook-trails-torne-view,Harriman-Bear Mountain State Parks,Reeves Brook/Raccoon Brook Hills/Pine Meadow Trails Loop from Reeves Meadow,Harriman-Bear Mountain State Parks,NY,5 miles,Moderate,Allowed on leash,Views,62432,3164,65947,14370,58166,42456,2014-11-21 17:18:50.180179,2014-11-25 01:39:50.155371,41.173916,-74.168658,,69708,3810,186249,6919,,,,,,,,
77,"41.315548,-74.05004",http://www.nynjtc.org/hike/long-path-long-mountain-summit-harriman-state-park,Harriman-Bear Mountain State Parks,Long Path to Long Mountain Summit in Harriman State Park,Harriman-Bear Mountain State Parks,NY,2 miles,Moderate,Allowed on leash,Views,73604,3398,88575,20577,80537,59801,2014-11-21 17:18:50.182629,2014-11-25 01:39:50.1566,41.315548,-74.05004,,82120,4132,173706,6384,,,,,,,,
78,"41.312661,-73.988972",http://www.nynjtc.org/hike/appalachian-trail-major-welch-trail-loop-bear-mountain,Harriman-Bear Mountain State Parks,Bear Mountain Loop via Appalachian Trail and Major Welch Trail,Harriman-Bear Mountain State Parks,NY,4 miles,Strenuous,Allowed on leash,ViewsFees,76328,3497,78232,17208,73511,54791,2014-11-21 17:18:50.183854,2014-11-25 01:39:50.157851,41.312661,-73.988972,,84844,4230,170831,6656,,,,,,,,
79,"41.297598,-74.027274",http://www.nynjtc.org/hike/queensboro-and-turkey-hill-lakes,Harriman-Bear Mountain State Parks,Queensboro and Turkey Hill Lakes Loop from Anthony Wayne Recreation Area,Harriman-Bear Mountain State Parks,NY,4.6 miles,Moderate,Allowed on leash,ViewsHistoric featureWoods,70821,3270,79515,19219,72927,55199,2014-11-21 17:18:50.185043,2014-11-25 01:39:50.159168,41.297598,-74.027274,,79337,4003,177356,6533,,,,,,,,
80,"41.179887,-74.163916",http://www.nynjtc.org/hike/lake-sebago-and-stony-brook-harriman-state-park,Harriman-Bear Mountain State Parks,Lake Sebago and Stony Brook in Harriman State Park,Harriman-Bear Mountain State Parks,NY,5.1 miles,Easy to Moderate,Allowed on leash,Views,63316,3312,66832,14600,59024,43141,2014-11-21 17:18:50.186209,2014-11-25 01:39:50.160536,41.179887,-74.163916,,70593,3957,187133,7066,,,,,,,,
58,"41.312661,-73.988972",http://www.nynjtc.org/hike/bear-mountain-state-park-0,Harriman-Bear Mountain State Parks,Bear Mountain Loop via Major Welch Trail and Appalachian Trail,Harriman-Bear Mountain State Parks,NY,4 miles,Strenuous,Allowed on leash,Views,76328,3497,78232,17208,73511,54791,2014-11-21 17:18:50.138465,2014-11-25 01:39:50.161988,41.312661,-73.988972,,84844,4230,170831,6656,,,,,,,,
60,"41.179887,-74.163916",http://www.nynjtc.org/hike/harriman-state-park-10,Harriman-Bear Mountain State Parks,Almost Perpendicular/Claudius Smith Den Loop,Harriman-Bear Mountain State Parks,NY,4.7 miles,Moderate to Strenuous,Allowed on leash,ViewsPublic Transportation,63316,3312,66832,14600,59024,43141,2014-11-21 17:18:50.140794,2014-11-25 01:39:50.163259,41.179887,-74.163916,,70593,3957,187133,7066,,,,,,,,
59,"41.234516,-74.148972",http://www.nynjtc.org/hike/iron-mines-loop-2-southwest-harrimanbear-mountain-state-parks,Harriman-Bear Mountain State Parks,Iron Mines Loop #2 (Southwest) in Harriman-Bear Mountain State Parks,Harriman-Bear Mountain State Parks,NY,8.5 miles,Moderate,Allowed on leash,ViewsHistoric feature,72844,3674,79394,18443,71348,52889,2014-11-21 17:18:50.139644,2014-11-25 01:39:50.164543,41.234516,-74.148972,,81360,4407,179687,6666,,,,,,,,
61,"41.281193,-73.962922",http://www.nynjtc.org/hike/dunderberg-spiral-railwaybald-mountain-loop,Harriman-Bear Mountain State Parks,Dunderberg Spiral Railway/Bald Mountain Loop,Harriman-Bear Mountain State Parks,NY,7 miles,Strenuous,Allowed on leash,ViewsHistoric feature,71501,3482,72211,15471,67490,50090,2014-11-21 17:18:50.141939,2014-11-25 01:39:50.165698,41.281193,-73.962922,,80017,4215,176427,6941,,,,,,,,
62,"41.234516,-74.148972",http://www.nynjtc.org/hike/parker-cabinblack-rock-mountain-loop-route-106,Harriman-Bear Mountain State Parks,Parker Cabin/Black Rock Mountain Loop from Route 106,Harriman-Bear Mountain State Parks,NY,4.7 miles,Moderate to Strenuous,Allowed on leash,Views,72844,3674,79394,18443,71348,52889,2014-11-21 17:18:50.143156,2014-11-25 01:39:50.13934,41.234516,-74.148972,,81360,4407,179687,6666,,,,,,,,
89,"41.01394,-72.006879",http://www.nynjtc.org/hike/hither-hills-and-hither-woods-loop,Hither Hills State Park and Hither Woods Preserve,Hither Hills and Hither Woods Loop,Long Island,NY,11.3 miles,Moderate,Allowed on leash,ViewsHistoric featureWoods,179351,8554,204529,39815,181751,134695,2014-11-21 17:18:50.196563,2014-11-25 01:39:50.168044,41.01394,-72.006879,,182945,8853,406452,16824,,,,,,,,
90,"41.144342,-73.909621",http://www.nynjtc.org/hike/long-pathbike-path-loop-rockland-lake-state-park,Hook Mountain State Park,Long Path/Bike Path Loop from Landing Road,Rockland County,NY,6 miles,Moderate,Allowed on leash,ViewsHistoric feature,51989,3006,51216,10816,49190,36590,2014-11-21 17:18:50.197724,2014-11-25 01:39:50.1692,41.144342,-73.909621,,60505,3740,213489,7842,,,,,,,,
91,"41.357919,-74.668965",http://www.nynjtc.org/hike/lenape-ridgeminisink-trail-loop,Huckleberry Ridge State Forest,Lenape Ridge/Minisink Trail Loop,Shawangunk Mountains,NY,5 miles,Moderate,Allowed on leash,ViewsPublic Transportation,133061,5642,133656,29259,112080,83762,2014-11-21 17:18:50.19886,2014-11-25 01:39:50.17036,41.357919,-74.668965,,128152,6353,198901,7059,,,,,,,,
